key,0
148,"ウェポンキャンバスとスケープキャンバスでは、それぞれウェポン、スケープの絵素の具現化状況を確認できます。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>《ウェポンキャンバス》<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトウェポン」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行するとウェポンキャンバスに絵素が表示され、
「イマジンウェポン」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「イマジンハンマー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に置き換わります。
これを実行すると、さらに<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハンマースタンプ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が実行できるようになります。

<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>《スケープキャンバス》<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトスケープ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行するとスケープキャンバスに絵素が表示され、
「イマジンスケープ」が<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「イマジンスカイ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>に置き換わります。
これを実行すると、自身とパーティの与ダメージを上昇させることができます。"
149,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“パレットゲージ”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ホワイトペイント”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況を示す<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「パレットゲージ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
特定の色魔法を実行するとパレットゲージとホワイトペイントが蓄積していき、
一定のパレットゲージを消費して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サブトラクティブパレット」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。
「サブトラクティブパレット」効果中は、色魔法の性質が変化し、より強力な色魔法を実行することが可能です。
また、ホワイトペイントを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ホワイトホーリー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
150,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サブトラクト効果アップ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得したことで、
「パレットゲージ」に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ブラックペイント”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
「サブトラクティブパレット」を実行して<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「色調反転」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が自身に付与されると、ホワイトペイントが1スタックのみブラックペイントに変化します。これを消費することで、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ブラックコメット」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できるようになります。"
151,"アクション<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトクロー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>と<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ピクトファング」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、
“アニマルキャンバス”に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“マディーンシンボル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
「ピクトアニマル」「イマジンアニマル」を順に実行することで、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ピクトポンポン”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ピクトウィング”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ピクトクロー”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ピクトファング”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の
4つのアニマルシンボルが揃うと、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“マディーンシンボル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与され、強力なアクションである<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「マディーンレトリビューション」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
152,"特性<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヴォイドソウル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を修得し、レムールソウルの消費時に<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“ヴォイドソウル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が付与されるようになりました！
ヴォイドソウルを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールスライス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>や<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールサイズ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>を実行できます。"
153,"レムール状態の効果時間と付与された<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>“レムールソウル”<UIGlow>01</UIGlow><UIForeground>01</UIForeground>の蓄積状況を示す
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レムールシンボル」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>が表示されるようになりました！
レムールソウルを消費することで<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヴォイドリーパー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>やレベル90で修得する
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「コムニオ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>などを実行できます。"
154,""
155,""
156,""
157,""
158,""
159,""
160,""
